time,flow,pressure,volume,pmus,ref
39771.76,-25.8,6.8,87.6,0,3809
39771.77,-25.8,6.8,82.8,-0.064453125,3809
39771.78,-25.8,6.6,78.6,0,3809
39771.79,-25.7,6.6,73.8,-0.01611328125,3809
39771.8,-25.7,6.6,73.8,-0.01611328125,3809
39771.81,-25.4,6.6,69.6,0,3809
39771.82,-25.2,6.4,65,0,3809
39771.83,-25.2,6.4,60.8,-0.01611328125,3809
39771.84,-25.1,6.4,56.2,0,3809
39771.85,-25.1,6.3,52,-0.01611328125,3809
39771.86,-24.8,6.3,47.8,0,3809
39771.87,-24.7,6.3,43.2,0,3809
39771.88,-24.2,6.3,39.2,0,3809
39771.89,-24.3,6.2,34.8,0,3809
39771.9,-24.2,6.2,30.8,0,3809
39771.91,-24.1,6.2,26.2,-0.0322265625,3809
39771.92,-23.9,6.2,22.2,-0.04833984375,3809
39771.93,-23.6,6.2,18,0,3809
39771.94,-23.8,6.2,14,-0.01611328125,3809
39771.95,-23.4,6.2,10,-0.01611328125,3809
39771.96,-23.2,6.1,5.8,-0.01611328125,3809
39771.97,-22.6,6.1,2,0,3809
39771.98,-22.2,6.1,0,0,3809
39771.99,-21.9,6.1,0,-0.01611328125,3809
39772,-21.9,6.1,0,-0.01611328125,3809
39772.01,-21.8,6.1,0,0,3809
39772.02,-21.6,6.1,0,-0.01611328125,3809
39772.03,-21.3,6.1,0,0,3809
39772.04,-20.7,6,0,0,3809
39772.05,-20.4,6,0,0,3809
39772.06,-20.2,6,0,-0.064453125,3809
39772.07,-20.1,6,0,-0.0322265625,3809
39772.08,-19.8,6,0,-0.01611328125,3809
39772.09,-19.9,5.9,0,0,3809
39772.1,-19.5,5.9,0,0,3809
39772.11,-19.2,6,0,-0.01611328125,3809
39772.12,-19,5.9,0,-0.0322265625,3809
39772.13,-19,5.9,0,-0.01611328125,3809
39772.14,-19,5.8,0,-0.01611328125,3809
39772.15,-18.5,5.9,0,-0.01611328125,3809
39772.16,-18.1,5.9,0,0,3809
39772.17,-17.9,5.9,0,-0.01611328125,3809
39772.18,-17.9,5.9,0,-0.01611328125,3809
39772.19,-17.8,5.9,0,-0.08056640625,3809
39772.2,-17.7,5.8,0,-0.01611328125,3809
39772.21,-17.4,5.9,0,0,3809
39772.22,-17.5,5.8,0,0,3809
39772.23,-17.4,5.8,0,-0.0322265625,3809
39772.24,-17.3,5.8,0,-0.04833984375,3809
39772.25,-17.3,5.8,0,-0.0322265625,3809
39772.26,-16.9,5.8,0,0,3809
39772.27,-16.9,5.8,0,0,3809
39772.28,-16,5.8,0,-0.01611328125,3809
39772.29,-16.2,5.8,0,0,3809
39772.3,-16,5.7,0,-0.064453125,3809
39772.31,-16,5.7,0,-0.01611328125,3809
39772.32,-15.7,5.7,0,-0.01611328125,3809
39772.33,-15.2,5.7,0,0,3809
39772.34,-15.2,5.7,0,0,3809
39772.35,-15.3,5.7,0,0,3809
39772.36,-15.1,5.7,0,0,3809
39772.37,-15.1,5.7,0,0,3809
39772.38,-14.7,5.7,0,-0.01611328125,3809
39772.39,-14.4,5.7,0,0,3809
39772.4,-14.3,5.7,0,0,3809
39772.41,-14.4,5.7,0,-0.01611328125,3809
39772.42,-14.3,5.7,0,-0.01611328125,3809
39772.43,-14.1,5.7,0,-0.01611328125,3809
39772.44,-13.7,5.4,0,0,3809
39772.45,-13.6,8.8,0,-0.0322265625,3809
39772.46,-13.3,5.2,0,-0.0322265625,3809
39772.47,-11,11.9,0,0,3809
39772.48,-9.2,10.7,0,-0.01611328125,3809
39772.49,-5.1,9.2,0,-0.01611328125,3809
39772.5,-4.1,11.8,0,0,3809
39772.51,1.9,9.7,0,-0.01611328125,3809
39772.52,5.6,12.9,0.1,0,3809
39772.53,7,11.4,0.1,0,3809
39772.54,9.9,12.8,0.1,0,3809
39772.55,12.2,13.8,0.1,0,3809
39772.56,12.2,13.8,0.1,0,3809
39772.57,15.2,13.9,0.1,0,3809
39772.58,17.9,15.9,0.1,0,3809
39772.59,20.5,15.6,2.9,-0.0322265625,3809
39772.6,22.5,17.1,6.5,0,3809
39772.61,24.7,17.2,10.5,0,3809
39772.62,26.1,17.6,15.1,0,3809
39772.63,28.8,18.4,19.7,-0.0322265625,3809
39772.64,30,18.3,25.1,0,3809
39772.65,31.1,19,30.1,-0.01611328125,3809
39772.66,31.6,18.8,35.9,-0.01611328125,3809
39772.67,32,19.2,41.1,-0.01611328125,3809
39772.68,32.8,19.2,46.5,-0.01611328125,3809
39772.69,33.3,19.3,52.7,-0.0322265625,3809
39772.7,33.7,19.5,58.3,0,3809
39772.71,33.2,19.5,64.3,-0.01611328125,3809
39772.72,32.3,19.6,69.9,-0.01611328125,3809
39772.73,32.2,19.8,75.7,-0.01611328125,3809
39772.74,32.1,19.8,81.1,-0.01611328125,3809
39772.75,32.6,19.9,86.9,-0.01611328125,3809
39772.76,32.6,19.8,92.5,-0.01611328125,3809
39772.77,32.6,19.8,92.5,0,3809
39772.78,32.7,20.1,98.5,0,3809
39772.79,31.8,19.9,103.9,0,3809
39772.8,31.6,20,109.1,-0.0322265625,3809
39772.81,31.9,19.9,114.9,-0.0322265625,3809
39772.82,32.8,19.9,120.3,-0.04833984375,3809
39772.83,32.8,20,126.3,0,3809
39772.84,31.4,19.9,131.7,-0.01611328125,3809
39772.85,30.6,20.1,137.3,0,3809
39772.86,30,19.9,142.3,-0.0322265625,3809
39772.87,29.7,20.1,147.9,0,3809
39772.88,29.5,20,152.7,0,3809
39772.89,30.1,20.1,157.7,0,3809
39772.9,30.2,20.1,163.3,-0.01611328125,3809
39772.91,30,20,168.3,-0.01611328125,3809
39772.92,28.1,19.9,173.7,-0.01611328125,3809
39772.93,27.6,19.9,178.3,-0.064453125,3809
39772.94,27.7,20.1,183.3,0,3809
39772.95,27.5,19.9,187.9,0,3809
39772.96,27,19.9,192.5,0,3809
39772.97,27,19.9,192.5,0,3809
39772.98,26.1,19.8,197.3,0,3809
39772.99,26.3,19.9,201.7,-0.0322265625,3809
39773,25.9,20,206.5,0,3809
39773.01,25.5,19.9,210.7,0,3809
39773.02,25,20,215.3,-0.01611328125,3809
39773.03,24.7,20,219.5,-0.04833984375,3809
39773.04,24.9,20.1,224.1,-0.0322265625,3809
39773.05,25.5,20.1,228.3,-0.04833984375,3809
39773.06,25.7,20.1,232.5,-0.04833984375,3809
39773.07,25.5,20.1,237.3,0,3809
39773.08,24.4,20.1,241.5,0,3809
39773.09,24.3,20.1,245.9,-0.01611328125,3809
39773.1,24,20.1,249.9,-0.0322265625,3809
39773.11,23.7,20.1,254.3,-0.01611328125,3809
39773.12,23,20.1,258.1,0,3809
39773.13,22.9,20.2,262.1,-0.01611328125,3809
39773.14,23,20.1,266.3,-0.01611328125,3809
39773.15,22.8,15.6,266.3,-0.0322265625,3809
39773.16,22.6,11.6,266.3,-0.0322265625,3809
39773.17,22.6,11.6,266.3,0,3809
39773.18,16.1,8.4,266.2,-0.04833984375,3809
39773.19,6,5.1,266.2,-0.01611328125,3809
39773.2,-11.2,4.9,265.4,-0.04833984375,3809
39773.21,-16.4,4.6,262.8,-0.0322265625,3809
39773.22,-17.7,6.2,259.8,-0.01611328125,3809
39773.23,-23.3,7.5,256.4,-0.0322265625,3809
39773.24,-25,8.2,251.8,-0.01611328125,3809
39773.25,-27.1,8.3,247.4,-0.01611328125,3809
39773.26,-27.2,7.9,242.4,-0.01611328125,3809
39773.27,-27.1,7.5,238,-0.0322265625,3809
39773.28,-27,6.8,233,0,3809
39773.29,-27,6.5,228.6,-0.01611328125,3809
39773.3,-26.8,6.2,223.6,-0.04833984375,3809
39773.31,-26.8,6.2,219.2,-0.01611328125,3809
39773.32,-27,6.1,214.6,0,3809
39773.33,-27.1,6.1,209.6,0,3809
39773.34,-27.5,6.1,205.2,-0.0322265625,3809
39773.35,-27.4,6.1,200,-0.04833984375,3809
39773.36,-27.4,6.1,200,-0.04833984375,3809
39773.37,-27.2,6.1,195.6,0,3809
39773.38,-27.2,6.1,190.6,-0.01611328125,3809
39773.39,-26.9,6,186,0,3809
39773.4,-26.8,6,181,0,3809
39773.41,-26.3,6,176.6,-0.04833984375,3809
39773.42,-26.2,5.9,171.8,-0.0322265625,3809
39773.43,-26.2,5.8,167.4,-0.01611328125,3809
39773.44,-25.9,5.9,163.2,0,3809
39773.45,-25.5,5.9,158.4,-0.01611328125,3809
39773.46,-25.1,5.8,154.2,-0.01611328125,3809
39773.47,-25.1,5.9,149.6,-0.0322265625,3809
39773.48,-24.9,5.9,145.4,0,3809
39773.49,-24.5,5.9,141,0,3809
39773.5,-24.1,5.8,136.8,-0.01611328125,3809
39773.51,-23.9,5.8,132.4,-0.04833984375,3809
39773.52,-23.6,5.8,128.6,-0.01611328125,3809
39773.53,-23.4,5.8,124.2,-0.01611328125,3809
39773.54,-22.8,5.8,120.4,-0.01611328125,3809
39773.55,-22.8,5.8,120.4,-0.01611328125,3809
39773.56,-22.8,5.8,116.6,-0.0322265625,3809
39773.57,-22.6,5.8,112.4,0,3809
39773.58,-22.4,5.8,108.6,0,3809
39773.59,-22.3,5.7,104.6,-0.04833984375,3809
39773.6,-21.6,5.8,100.8,0,3809
39773.61,-21.4,5.7,97,-0.04833984375,3809
39773.62,-21,5.7,93.4,0,3809
39773.63,-20.9,5.7,89.6,-0.01611328125,3809
39773.64,-20.6,5.7,86.2,-0.064453125,3809
39773.65,-20.5,5.8,82.6,0,3809
39773.66,-20.4,5.7,79,-0.0322265625,3809
39773.67,-20.3,5.7,75.6,-0.01611328125,3809
39773.68,-20,5.7,71.8,0,3809
39773.69,-19.8,5.7,68.6,-0.01611328125,3809
39773.7,-19.9,5.7,64.8,-0.08056640625,3809
39773.71,-19.5,5.6,61.6,0,3809
39773.72,-19.3,5.6,58,-0.01611328125,3809
39773.73,-18.8,5.7,54.8,-0.0322265625,3809
39773.74,-18.8,5.7,54.8,-0.0322265625,3809
39773.75,-18.9,5.6,51.8,0,3809
39773.76,-18.7,5.6,48.4,-0.0322265625,3809
39773.77,-18.7,5.6,45.2,-0.0322265625,3809
39773.78,-18.4,5.5,41.8,-0.0322265625,3809
39773.79,-18.2,5.5,38.8,-0.01611328125,3809
39773.8,-17.9,5.4,35.4,0,3809
39773.81,-17.4,5.5,32.4,0,3809
39773.82,-17.3,5.4,29.4,-0.01611328125,3809
39773.83,-17.1,5.5,26.4,0,3809
39773.84,-17.1,5.5,23.6,0,3809
39773.85,-16.9,5.4,20.4,0,3809
39773.86,-16.6,5.5,17.6,-0.0322265625,3809
39773.87,-16.6,5.4,14.6,0,3809
39773.88,-16.5,5.4,11.8,-0.0322265625,3809
39773.89,-16.6,5.5,8.8,0,3809
39773.9,-16.2,5.4,6.2,-0.01611328125,3809
39773.91,-16,5.4,3.2,-0.0322265625,3809
39773.92,-15.5,5.4,0.6,-0.01611328125,3809
39773.93,-15.4,5.4,0,-0.0322265625,3809
39773.94,-15.4,5.4,0,-0.0322265625,3809
39773.95,-15.2,5.4,0,0,3809
39773.96,-15.2,5.4,0,-0.0322265625,3809
39773.97,-14.9,5.4,0,0,3809
39773.98,-14.6,5.4,0,-0.01611328125,3809
39773.99,-14.3,5.4,0,0,3809
39774,-14.2,5.3,0,-0.01611328125,3809
39774.01,-13.9,5.4,0,0,3809
39774.02,-14,5.3,0,-0.01611328125,3809
39774.03,-13.7,5.3,0,-0.01611328125,3809
39774.04,-13.5,5.4,0,-0.01611328125,3809
39774.05,-13.3,5.3,0,-0.01611328125,3809
39774.06,-13.1,5.3,0,-0.01611328125,3809
39774.07,-12.9,5.4,0,-0.01611328125,3809
39774.08,-12.6,5.4,0,0,3809
39774.09,-12.8,5.3,0,0,3809
39774.1,-12.6,5.3,0,0,3809
39774.11,-12.4,5.4,0,0,3809
39774.12,-12.2,5.3,0,0,3809
39774.13,-12.1,5.2,0,-0.01611328125,3809
39774.14,-12.1,5.2,0,-0.01611328125,3809
39774.15,-11.9,5.3,0,0,3809
39774.16,-11.5,5.3,0,0,3809
39774.17,-11.4,5.2,0,-0.01611328125,3809
39774.18,-11.4,5.3,0,0,3809
39774.19,-11.2,5.2,0,-0.0322265625,3809
39774.2,-11.2,5.3,0,0,3809
39774.21,-10.8,5.2,0,-0.01611328125,3809
39774.22,-10.6,5.3,0,0,3809
39774.23,-10.6,5.3,0,-0.04833984375,3809
39774.24,-10.4,5.3,0,-0.01611328125,3809
39774.25,-10.2,5.2,0,-0.0966796875,3809
39774.26,-9.9,5.2,0,-0.27392578125,3809
39774.27,-9.5,5.2,0,-0.4189453125,3809
39774.28,-9.5,5.1,0,-0.49951171875,3809
39774.29,-9.3,5.1,0,-0.6767578125,3809
39774.3,-8.9,5,0,-0.7412109375,3809
39774.31,-8.3,5.1,0,-0.966796875,3809
39774.32,-7.8,5.1,0,-1.0634765625,3809
39774.33,-7.3,5.1,0,-1.1923828125,3809
39774.34,-7.3,5.1,0,-1.1923828125,3809
39774.35,-6.9,5.1,0,-1.27294921875,3809
39774.36,-6.2,5,0,-1.4501953125,3809
39774.37,-5.6,4.9,0,-1.59521484375,3809
39774.38,-5,4.9,0,-1.67578125,3809
39774.39,-4.2,4.9,0,-1.8369140625,3809
39774.4,-3.9,4.9,0,-1.9658203125,3809
39774.41,-3.4,4.8,0,-2.11083984375,3809
39774.42,-2.7,4.8,0,-2.2236328125,3809
39774.43,-2.3,4.7,0,-2.36865234375,3809
39774.44,-1.5,4.6,0,-2.513671875,3809
39774.45,-1.1,4.6,0,-2.578125,3809
39774.46,0.2,4.6,0,-2.7392578125,3809
39774.47,0.6,4.6,0,-2.88427734375,3809
39774.48,1,4.6,0,-3.029296875,3809
39774.49,1.2,4.6,0,-3.20654296875,3809
39774.5,1.4,4.6,0,-3.30322265625,3809
39774.51,1.9,4.4,0,-3.3837890625,3809
39774.52,1.9,4.4,0,-3.3837890625,3809
39774.53,2.2,4.4,0,-3.5126953125,3809
39774.54,2.5,4.4,0,-3.6416015625,3809
39774.55,2.8,4.4,0,-3.81884765625,3809
39774.56,3,4.4,0,-3.88330078125,3809
39774.57,3.4,4.3,0,-4.0283203125,3809
39774.58,4,4.3,0,-4.17333984375,3809
39774.59,4.5,4.2,0,-4.2861328125,3809
39774.6,5.1,4.1,0,-4.43115234375,3809
39774.61,5.3,4,0,-4.52783203125,3809
39774.62,5.5,4,0,-4.65673828125,3809
39774.63,5.7,4,0,-4.81787109375,3809
39774.64,5.9,4,0,-4.8662109375,3809
39774.65,6.1,3.9,0,-5.02734375,3809
39774.66,6.4,3.9,0,-5.14013671875,3809
39774.67,6.7,3.8,0,-5.26904296875,3809
39774.68,7,3.9,0,-5.4140625,3809
39774.69,7.3,3.8,0,-5.52685546875,3809
39774.7,7.6,3.8,0,-5.68798828125,3809
39774.71,7.9,3.8,0,-5.81689453125,3809
39774.72,7.9,3.8,0,-5.81689453125,3809
39774.73,8,3.8,0,-5.9296875,3809
39774.74,8.2,3.8,0,-5.994140625,3809
39774.75,8.5,3.8,0,-6.13916015625,3809
39774.76,8.8,3.8,0,-6.26806640625,3809
39774.77,9.1,3.8,0,-6.380859375,3809
39774.78,9.5,3.8,0,-6.4775390625,3809
39774.79,10,3.8,0,-6.6064453125,3809
39774.8,10.3,3.8,0,-6.7353515625,3809
39774.81,10.6,3.8,0,-6.767578125,3809
39774.82,10.6,3.8,0,-6.9287109375,3809
39774.83,11,3.8,0,-6.97705078125,3809
39774.84,11.3,3.8,0,-7.17041015625,3809
39774.85,11.4,3.8,0,-7.283203125,3809
39774.86,11.7,3.8,0,-7.34765625,3809
39774.87,11.9,3.8,0,-7.5087890625,3809
39774.88,12.4,4,0,-7.6376953125,3809
39774.89,12.6,3.9,0,-7.68603515625,3809
39774.9,13.2,4,0,-7.81494140625,3809
39774.91,13.2,4,0,-7.81494140625,3809
39774.92,13.7,4,0,-7.91162109375,3809
39774.93,14,4,0,-8.0244140625,3809
39774.94,14.3,4,0,-8.185546875,3809
39774.95,14.5,4,0,-8.2822265625,3809
39774.96,14.6,4,0,-8.3466796875,3809
39774.97,14.8,4,0,-8.45947265625,3809
39774.98,15.1,4,0,-8.55615234375,3809
39774.99,15.5,4,0,-8.65283203125,3809
39775,15.9,4.1,0,-8.7333984375,3809
39775.01,16.2,4.1,0,-8.8623046875,3809
39775.02,16.3,4.1,0,-8.97509765625,3809
39775.03,16.4,4.1,0,-9.07177734375,3809
39775.04,16.6,4.1,0,-9.20068359375,3809
39775.05,16.9,4.1,0,-9.26513671875,3809
39775.06,17.1,4.3,0,-9.36181640625,3809
39775.07,18,4.3,0,-9.74853515625,3809
39775.08,18.3,4.3,0,-9.8935546875,3809
39775.09,18.3,4.2,0,-9.9580078125,3809
39775.1,18.6,4.3,0,-10.0224609375,3809
39775.11,18.5,4.2,0,-10.0546875,3809
39775.12,18.8,4.3,0,-10.19970703125,3809
39775.13,18.7,4,1.4,-10.3125,3809
39775.14,18.9,4,5,-10.39306640625,3809
39775.15,19,4.1,8,-10.4736328125,3809
39775.16,19.1,4.1,11.6,-10.6025390625,3809
39775.17,19.1,4.2,14.8,-10.6025390625,3809
39775.18,19.2,4.2,18.2,-10.71533203125,3809
39775.19,19.4,4.4,21.4,-10.74755859375,3809
39775.2,19.8,4.5,25,-10.90869140625,3809
39775.21,19.8,4.5,25,-10.90869140625,3809
39775.22,20,4.4,28.4,-10.95703125,3809
39775.23,20.4,4.5,31.8,-11.021484375,3809
39775.24,20.2,4.4,35.4,-11.1181640625,3809
39775.25,20.6,4.4,38.8,-11.16650390625,3809
39775.26,20.3,4.3,42.6,-11.279296875,3809
39775.27,20.2,4.4,46,-11.3759765625,3809
39775.28,19.9,4.4,49.6,-11.45654296875,3809
39775.29,19.9,4.5,53,-11.48876953125,3809
39775.3,20.2,4.4,56.6,-11.55322265625,3809
39775.31,20.2,4.4,60,-11.6337890625,3809
39775.32,20.1,4.4,63.8,-11.73046875,3809
39775.33,20.5,4.5,67.2,-11.8271484375,3809
39775.34,20.8,4.4,70.8,-11.84326171875,3809
39775.35,21.1,4.4,74.4,-11.90771484375,3809
39775.36,21.1,4.4,74.4,-11.90771484375,3809
39775.37,20.7,4.4,78.2,-11.93994140625,3809
39775.38,20.5,4.4,81.6,-12.052734375,3809
39775.39,20.5,4.5,85,-12.0849609375,3809
39775.4,20.5,4.5,88.8,-12.16552734375,3809
39775.41,20.6,4.5,92.2,-12.2138671875,3809
39775.42,20.6,4.5,96,-12.26220703125,3809
39775.43,20.6,4.7,99.4,-12.3427734375,3809
39775.44,20.8,4.5,103.2,-12.42333984375,3809
39775.45,20.6,4.5,106.8,-12.50390625,3809
39775.46,20.6,4.6,110.4,-12.5361328125,3809
39775.47,20.5,4.5,113.8,-12.5361328125,3809
39775.48,20.1,4.6,117.2,-12.6005859375,3809
39775.49,20.2,4.6,121,-12.64892578125,3809
39775.5,20.2,4.5,124.4,-12.697265625,3809
39775.51,20.4,4.6,128,-12.77783203125,3809
39775.52,20.5,4.7,131.4,-12.7939453125,3809
39775.53,20.2,4.6,135.2,-12.890625,3809
39775.54,20.2,4.6,135.2,-12.890625,3809
39775.55,19.9,4.8,138.6,-12.9228515625,3809
39775.56,19.6,4.7,141.8,-12.9873046875,3809
39775.57,19.7,4.6,145.4,-13.0517578125,3809
39775.58,19.8,4.7,148.8,-13.01953125,3809
39775.59,20,4.7,152.4,-13.0517578125,3809
39775.6,19.9,4.7,155.8,-13.13232421875,3809
39775.61,19.8,4.7,159.4,-13.1484375,3809
39775.62,19.7,4.8,162.6,-13.1806640625,3809
39775.63,19.6,4.7,166.2,-13.22900390625,3809
39775.64,19.3,4.8,169.6,-13.27734375,3809
39775.65,19,4.7,172.6,-13.27734375,3809
39775.66,18.9,4.7,176.2,-13.3095703125,3809
39775.67,18.8,4.7,179.4,-13.35791015625,3809
39775.68,19,4.7,182.8,-13.42236328125,3809
39775.69,18.9,4.7,186,-13.40625,3809
39775.7,18.8,4.7,189.4,-13.42236328125,3809
39775.71,18.5,4.7,192.6,-13.42236328125,3809
39775.72,18.2,4.7,195.8,-13.42236328125,3809
39775.73,18.3,4.7,199,-13.53515625,3809
39775.74,18.3,4.7,202,-13.53515625,3809
39775.75,18.4,4.7,205.4,-13.55126953125,3809
39775.76,18.4,4.7,205.4,-13.55126953125,3809
39775.77,18.4,4.7,208.4,-13.5673828125,3809
39775.78,18.4,4.7,211.8,-13.58349609375,3809
39775.79,18.1,4.7,214.8,-13.61572265625,3809
39775.8,17.8,4.8,218.2,-13.6318359375,3809
39775.81,17.6,4.8,221,-13.6318359375,3809
39775.82,17.5,4.8,224,-13.64794921875,3809
39775.83,17.6,4.8,227.2,-13.6640625,3809
39775.84,17.5,4.8,230.2,-13.6640625,3809
39775.85,17.5,4.8,233.4,-13.68017578125,3809
39775.86,17.5,4.8,236.2,-13.6962890625,3809
39775.87,17.4,4.9,239.4,-13.6962890625,3809
39775.88,17.2,4.9,242.4,-13.68017578125,3809
39775.89,16.9,4.9,245.4,-13.64794921875,3809
39775.9,16.8,4.9,248.2,-13.6962890625,3809
39775.91,16.6,4.8,251.4,-13.68017578125,3809
39775.92,16.5,4.8,254,-13.71240234375,3809
39775.93,16.5,4.8,254,-13.71240234375,3809
39775.94,16.2,4.8,257,-13.6640625,3809
39775.95,15.9,4.9,259.8,-13.6318359375,3809
39775.96,15.5,4.9,262.4,-13.6318359375,3809
39775.97,15.4,5,265.2,-13.61572265625,3809
39775.98,15.1,5,267.8,-13.599609375,3809
39775.99,15.1,4.9,270.6,-13.5673828125,3809
39776,14.9,5,273,-13.48681640625,3809
39776.01,14.5,5,275.8,-13.4384765625,3809
39776.02,14.3,5,278.2,-13.35791015625,3809
39776.03,13.8,5.1,280.4,-13.27734375,3809
39776.04,13.6,5.1,283,-13.22900390625,3809
39776.05,13.4,5.1,285.2,-13.1484375,3809
39776.06,13.1,5.3,287.6,-13.01953125,3809
39776.07,12.7,5.2,289.8,-12.97119140625,3809
39776.08,12.2,6.5,290.2,-12.84228515625,3809
39776.09,11.9,6,290.2,-12.76171875,3809
39776.1,12.7,5.7,290.2,-12.6005859375,3809
39776.11,13.6,6.7,290.2,-12.5361328125,3809
39776.12,13.1,5.4,290.2,-12.4072265625,3809
39776.13,12.7,5.8,290.2,-12.24609375,3809
39776.14,10.9,5.5,290.2,-12.10107421875,3809
39776.15,10.7,5.1,290.2,-11.93994140625,3809
39776.16,10.7,5.1,290.2,-11.93994140625,3809
39776.17,9.5,5.6,290.2,-11.77880859375,3809
39776.18,8.2,5,290.2,-11.6015625,3809
39776.19,7.9,5.5,290.2,-11.4404296875,3809
39776.2,6.6,5.4,290.2,-11.3115234375,3809
39776.21,5.7,5.4,290.2,-11.10205078125,3809
39776.22,5.2,5.8,290.2,-10.87646484375,3809
39776.23,4.1,5.7,290.2,-10.7314453125,3809
39776.24,4,6,290.2,-10.55419921875,3809
39776.25,3.3,6.2,290.2,-10.36083984375,3809
39776.26,3,6.2,290.2,-10.13525390625,3809
39776.27,3,6.6,290.2,-9.94189453125,3809
39776.28,2.2,6.8,290.2,-9.732421875,3809
39776.29,2.4,7,290.2,-9.49072265625,3809
39776.3,1.9,7.3,290.2,-9.29736328125,3809
39776.31,1.5,7.2,290.2,-9.07177734375,3809
39776.32,1.4,7.3,290.2,-8.7978515625,3809
39776.33,0.4,7.4,290.2,-8.55615234375,3809
39776.34,0.4,7.3,290.2,-8.3466796875,3809
39776.35,0.4,7.3,290.2,-8.3466796875,3809
39776.36,-0.6,7.4,290.2,-8.07275390625,3809
39776.37,-1.2,7.5,290.2,-7.84716796875,3809
39776.38,-1.6,7.5,290.2,-7.5087890625,3809
39776.39,-2.1,7.6,290,-7.3154296875,3809
39776.4,-2.7,7.7,289.6,-7.07373046875,3809
39776.41,-3.3,7.6,289.2,-6.7998046875,3809
39776.42,-3.9,7.7,288.6,-6.4775390625,3809
39776.43,-4.7,8,287.8,-6.251953125,3809
39776.44,-5.8,7.7,0,-5.9619140625,3809
39776.45,-6.9,11.2,0,-5.6396484375,3809
39776.46,-7.6,8,0,-5.36572265625,3809
39776.47,-5.8,11.6,0,-5.10791015625,3809
39776.48,-6.1,9.8,0,-4.833984375,3809
39776.49,-3.7,10,0,-4.56005859375,3809
39776.5,-5.2,12.3,0,-4.23779296875,3809
39776.51,-3,10.8,0,-3.931640625,3809
39776.52,-3.2,12.9,0,-3.62548828125,3809
39776.53,-3.2,12.9,0,-3.62548828125,3809
39776.54,-2.4,12,0,-3.33544921875,3809
39776.55,-1.4,13.6,0,-3.0615234375,3809
39776.56,-1.4,15,0.1,-2.7392578125,3809
39776.57,3.8,15.3,0.1,-2.4169921875,3809
39776.58,5.6,17,0.1,-2.11083984375,3809
39776.59,8.1,17.1,0.1,-1.82080078125,3809
39776.6,9.8,18.6,0.1,-1.59521484375,3809
39776.61,11.4,18.7,0.1,-1.224609375,3809
39776.62,13.1,18.9,0.1,-0.91845703125,3809
39776.63,14.7,19.4,1.7,-0.59619140625,3809
39776.64,16,19.3,4.5,-0.2900390625,3809
39776.65,16.8,19.9,7.3,-0.0322265625,3809
39776.66,17,19.8,10.3,0,3809
39776.67,16.9,20.3,13.1,-0.01611328125,3809
39776.68,16.8,20.4,15.9,0,3809
39776.69,16.7,20.5,19.1,0,3809
39776.7,16.7,20.6,21.9,0,3809
39776.71,16.4,20.4,24.9,-0.0322265625,3809
39776.72,16,20.4,27.5,-0.01611328125,3809
39776.73,15.8,20.1,30.5,0,3809
39776.74,15.7,20.2,33.1,0,3809
39776.75,15.7,20.2,33.1,0,3809
39776.76,15.6,20.1,35.9,0,3809
39776.77,15.1,20.1,38.5,-0.01611328125,3809
39776.78,14.7,20.2,41.1,0,3809
39776.79,14.3,20.1,43.7,-0.0322265625,3809
39776.8,14.1,20.2,46.1,-0.01611328125,3809
39776.81,14,20.3,48.7,-0.01611328125,3809
39776.82,13.7,20.3,50.9,-0.08056640625,3809
39776.83,13.8,20.3,53.5,0,3809
39776.84,13.6,20.3,55.7,0,3809
39776.85,13.5,20.4,58.1,0,3809
39776.86,13.2,20.3,60.5,-0.0322265625,3809
39776.87,13.1,20.3,62.7,-0.01611328125,3809
39776.88,12.9,20.3,65.1,0,3809
39776.89,12.6,20.3,67.1,0,3809
39776.9,12.3,20.3,69.5,-0.0322265625,3809
39776.91,12.2,20.2,71.5,0,3809
39776.92,12.2,20.3,73.7,0,3809
39776.93,12.2,20.3,73.7,0,3809
39776.94,12.1,20.3,75.7,0,3809
39776.95,11.6,20.3,77.7,-0.01611328125,3809
39776.96,11.7,20.3,79.9,-0.01611328125,3809
39776.97,11.6,20.2,81.9,-0.01611328125,3809
39776.98,11.6,20.2,83.9,0,3809
39776.99,11.1,20.2,85.9,0,3809
39777,11,20.3,87.9,-0.01611328125,3809
39777.01,10.8,20.3,89.7,-0.0322265625,3809
39777.02,10.9,20.3,91.7,0,3809
39777.03,10.7,20.3,93.5,0,3809
39777.04,10.5,20.3,95.3,-0.01611328125,3809
39777.05,10.4,20.3,97.1,-0.01611328125,3809
39777.06,10.1,20.3,98.9,0,3809
39777.07,9.9,20.3,100.7,-0.01611328125,3809
39777.08,9.6,20.3,102.3,-0.04833984375,3809
39777.09,9.5,20.2,104.1,0,3809
39777.1,9.5,20.2,105.7,0,3809
39777.11,9.2,20.3,107.3,-0.0322265625,3809
39777.12,9.2,20.3,107.3,-0.0322265625,3809
39777.13,9.1,20.3,108.9,-0.01611328125,3809
39777.14,8.9,20.3,110.5,-0.04833984375,3809
39777.15,8.9,20.3,111.7,-0.0322265625,3809
39777.16,8.7,19.2,111.6,0,3809
39777.17,8.2,13.8,111.6,-0.01611328125,3809
39777.18,-8.6,10.8,111.4,0,3809
39777.19,-16.1,7.5,109,-0.01611328125,3809
39777.2,-21.9,6.1,105.8,-0.01611328125,3809
